FusionGID,FusionGene,Hgene,HGID,Tgene,TGID
hg1tg2243,A1BG-FGA,A1BG,1,FGA,2243
hg1tg3700,A1BG-ITIH4,A1BG,1,ITIH4,3700
hg2tg22948,A2M-CCT5,A2M,2,CCT5,22948
hg2tg5858,A2M-PZP,A2M,2,PZP,5858
hg2tg5265,A2M-SERPINA1,A2M,2,SERPINA1,5265
hg144568tg9584,A2ML1-RBM39,A2ML1,144568,RBM39,9584
hg22848tg54980,AAK1-C2orf42,AAK1,22848,C2orf42,54980
hg22848tg2339,AAK1-FNTA,AAK1,22848,FNTA,2339
hg22848tg56888,AAK1-KCMF1,AAK1,22848,KCMF1,56888
hg22848tg9355,AAK1-LHX2,AAK1,22848,LHX2,9355
hg22848tg27247,AAK1-NFU1,AAK1,22848,NFU1,27247
hg22848tg51602,AAK1-NOP58,AAK1,22848,NOP58,51602
hg22848tg64326,AAK1-RFWD2,AAK1,22848,RFWD2,64326
hg22848tg22934,AAK1-RPIA,AAK1,22848,RPIA,22934
hg22848tg164237,AAK1-WFDC13,AAK1,22848,WFDC13,164237
hg22848tg54432,AAK1-YIPF1,AAK1,22848,YIPF1,54432
hg14tg55139,AAMP-ANKZF1,AAMP,14,ANKZF1,55139
hg14tg57574,AAMP-MARCH4,AAMP,14,MARCH4,57574
hg16tg55125,AARS-CEP192,AARS,16,CEP192,55125
hg16tg25839,AARS-COG4,AARS,16,COG4,25839
hg16tg6483,AARS-ST3GAL2,AARS,16,ST3GAL2,6483
hg57505tg221409,AARS2-SPATS1,AARS2,57505,SPATS1,221409
hg80755tg1236,AARSD1-CCR7,AARSD1,80755,CCR7,1236
hg80755tg84961,AARSD1-FBXL20,AARSD1,80755,FBXL20,84961
hg132949tg57545,AASDH-CC2D2A,AASDH,132949,CC2D2A,57545
hg132949tg339977,AASDH-LRRC66,AASDH,132949,LRRC66,339977
hg60496tg25841,AASDHPPT-ABTB2,AASDHPPT,60496,ABTB2,25841
hg60496tg114769,AASDHPPT-CARD16,AASDHPPT,60496,CARD16,114769
hg10157tg93664,AASS-CADPS2,AASS,10157,CADPS2,93664
hg10157tg26052,AASS-DNM3,AASS,10157,DNM3,26052
hg26574tg26574,AATF-AATF,AATF,26574,AATF,26574
hg26574tg163,AATF-AP2B1,AATF,26574,AP2B1,163
hg26574tg9570,AATF-GOSR2,AATF,26574,GOSR2,9570
hg26574tg3980,AATF-LIG3,AATF,26574,LIG3,3980
hg26574tg6871,AATF-TADA2A,AATF,26574,TADA2A,6871
hg19tg3778,ABCA1-KCNMA1,ABCA1,19,KCNMA1,3778
hg19tg5878,ABCA1-RAB5C,ABCA1,19,RAB5C,5878
hg19tg158399,ABCA1-ZNF483,ABCA1,19,ZNF483,158399
hg26154tg130367,ABCA12-SGPP2,ABCA12,26154,SGPP2,130367
hg20tg9830,ABCA2-TRIM14,ABCA2,20,TRIM14,9830
hg21tg91419,ABCA3-XRCC6BP1,ABCA3,21,XRCC6BP1,91419
hg23461tg339210,ABCA5-C17orf67,ABCA5,23461,C17orf67,339210
hg10347tg10347,ABCA7-ABCA7,ABCA7,10347,ABCA7,10347
hg10347tg50509,ABCA7-COL5A3,ABCA7,10347,COL5A3,50509
hg10350tg201134,ABCA9-CEP112,ABCA9,10350,CEP112,201134
hg10350tg26115,ABCA9-TANC2,ABCA9,10350,TANC2,26115
hg22tg6451,ABCB7-SH3BGRL,ABCB7,22,SH3BGRL,6451
hg11194tg4846,ABCB8-NOS3,ABCB8,11194,NOS3,4846
hg23457tg1967,ABCB9-EIF2B1,ABCB9,23457,EIF2B1,1967
hg4363tg23787,ABCC1-MTCH1,ABCC1,4363,MTCH1,23787
hg4363tg5579,ABCC1-PRKCB,ABCC1,4363,PRKCB,5579
hg89845tg5528,ABCC10-PPP2R5D,ABCC10,89845,PPP2R5D,5528
hg1244tg29119,ABCC2-CTNNA3,ABCC2,1244,CTNNA3,29119
hg1244tg81619,ABCC2-TSPAN14,ABCC2,1244,TSPAN14,81619
hg8714tg80221,ABCC3-ACSF2,ABCC3,8714,ACSF2,80221
hg8714tg63827,ABCC3-BCAN,ABCC3,8714,BCAN,63827
hg8714tg10983,ABCC3-CCNI,ABCC3,8714,CCNI,10983
hg8714tg27294,ABCC3-DHDH,ABCC3,8714,DHDH,27294
hg8714tg11143,ABCC3-KAT7,ABCC3,8714,KAT7,11143
hg8714tg55379,ABCC3-LRRC59,ABCC3,8714,LRRC59,55379
hg8714tg54868,ABCC3-TMEM104,ABCC3,8714,TMEM104,54868
hg8714tg64132,ABCC3-XYLT2,ABCC3,8714,XYLT2,64132
hg10257tg5244,ABCC4-ABCB4,ABCC4,10257,ABCB4,5244
hg10257tg1284,ABCC4-COL4A2,ABCC4,10257,COL4A2,1284
hg10257tg5095,ABCC4-PCCA,ABCC4,10257,PCCA,5095
hg10257tg55757,ABCC4-UGGT2,ABCC4,10257,UGGT2,55757
hg10257tg65110,ABCC4-UPF3A,ABCC4,10257,UPF3A,65110
hg10057tg23200,ABCC5-ATP11B,ABCC5,10057,ATP11B,23200
hg10057tg8881,ABCC5-CDC16,ABCC5,10057,CDC16,8881
hg10057tg54165,ABCC5-DCUN1D1,ABCC5,10057,DCUN1D1,54165
hg10057tg10985,ABCC5-GCN1L1,ABCC5,10057,GCN1L1,10985
hg10057tg54682,ABCC5-MANSC1,ABCC5,10057,MANSC1,54682
hg10057tg6687,ABCC5-SPG7,ABCC5,10057,SPG7,6687
hg10057tg7045,ABCC5-TGFBI,ABCC5,10057,TGFBI,7045
hg368tg80262,ABCC6-C16orf70,ABCC6,368,C16orf70,80262
hg368tg4048,ABCC6-LTA4H,ABCC6,368,LTA4H,4048
hg5825tg26289,ABCD3-AK5,ABCD3,5825,AK5,26289
hg5825tg1806,ABCD3-DPYD,ABCD3,5825,DPYD,1806
hg5825tg60412,ABCD3-EXOC4,ABCD3,5825,EXOC4,60412
hg23tg80742,ABCF1-PRR3,ABCF1,23,PRR3,80742
hg23tg25759,ABCF1-SHC2,ABCF1,23,SHC2,25759
hg55324tg55689,ABCF3-YEATS2,ABCF3,55324,YEATS2,55689
hg9619tg25825,ABCG1-BACE2,ABCG1,9619,BACE2,25825
hg26090tg9837,ABHD12-GINS1,ABHD12,26090,GINS1,9837
hg26090tg55614,ABHD12-KIF16B,ABHD12,26090,KIF16B,55614
hg26090tg23386,ABHD12-NUDCD3,ABHD12,26090,NUDCD3,23386
hg26090tg5520,ABHD12-PPP2R2A,ABHD12,26090,PPP2R2A,5520
hg84836tg25886,ABHD14B-POC1A,ABHD14B,84836,POC1A,25886
hg7920tg1192,ABHD16A-CLIC1,ABHD16A,7920,CLIC1,1192
hg7920tg259215,ABHD16A-LY6G6F,ABHD16A,7920,LY6G6F,259215
hg7920tg7407,ABHD16A-VARS,ABHD16A,7920,VARS,7407
hg81926tg8943,ABHD17A-AP3D1,ABHD17A,81926,AP3D1,8943
hg81926tg4701,ABHD17A-NDUFA7,ABHD17A,81926,NDUFA7,4701
hg81926tg6929,ABHD17A-TCF3,ABHD17A,81926,TCF3,6929
hg58489tg79365,ABHD17C-BHLHE41,ABHD17C,58489,BHLHE41,79365
hg58489tg49855,ABHD17C-SCAPER,ABHD17C,58489,SCAPER,49855
hg11057tg176,ABHD2-ACAN,ABHD2,11057,ACAN,176
hg11057tg57448,ABHD2-BIRC6,ABHD2,11057,BIRC6,57448
hg79575tg80895,ABHD8-ILKAP,ABHD8,79575,ILKAP,80895
hg10006tg79789,ABI1-CLMN,ABI1,10006,CLMN,79789
hg10006tg125228,ABI1-FAM210A,ABI1,10006,FAM210A,125228
hg10006tg2665,ABI1-GDI2,ABI1,10006,GDI2,2665
hg10006tg4297,ABI1-KMT2A,ABI1,10006,KMT2A,4297
hg10152tg79800,ABI2-CARF,ABI2,10152,CARF,79800
hg10152tg5119,ABI2-CHMP1A,ABI2,10152,CHMP1A,5119
hg10152tg57404,ABI2-CYP20A1,ABI2,10152,CYP20A1,57404
hg10152tg1730,ABI2-DIAPH2,ABI2,10152,DIAPH2,1730
hg10152tg4300,ABI2-MLLT3,ABI2,10152,MLLT3,4300
hg25890tg400818,ABI3BP-NBPF9,ABI3BP,25890,NBPF9,400818
hg25890tg10342,ABI3BP-TFG,ABI3BP,25890,TFG,10342
hg25tg4915,ABL1-NTRK2,ABL1,25,NTRK2,4915
hg25tg124565,ABL1-SLC38A10,ABL1,25,SLC38A10,124565
hg27tg3756,ABL2-KCNH1,ABL2,27,KCNH1,3756
hg27tg143570,ABL2-XRRA1,ABL2,27,XRRA1,143570
hg3983tg55216,ABLIM1-C11orf57,ABLIM1,3983,C11orf57,55216
hg3983tg92565,ABLIM1-FANK1,ABLIM1,3983,FANK1,92565
hg84448tg5522,ABLIM2-PPP2R2C,ABLIM2,84448,PPP2R2C,5522
hg22885tg566,ABLIM3-AZU1,ABLIM3,22885,AZU1,566
hg29tg29,ABR-ABR,ABR,29,ABR,29
hg29tg575,ABR-BAI1,ABR,29,BAI1,575
hg29tg1398,ABR-CRK,ABR,29,CRK,1398
hg29tg11325,ABR-DDX42,ABR,29,DDX42,11325
hg29tg359845,ABR-FAM101B,ABR,29,FAM101B,359845
hg29tg50628,ABR-GEMIN4,ABR,29,GEMIN4,50628
hg29tg4125,ABR-MAN2B1,ABR,29,MAN2B1,4125
hg29tg4641,ABR-MYO1C,ABR,29,MYO1C,4641
hg29tg64359,ABR-NXN,ABR,29,NXN,64359
hg29tg5306,ABR-PITPNA,ABR,29,PITPNA,5306
hg29tg54776,ABR-PPP1R12C,ABR,29,PPP1R12C,54776
hg29tg146760,ABR-RTN4RL1,ABR,29,RTN4RL1,146760
hg29tg55776,ABR-SAYSD1,ABR,29,SAYSD1,55776
hg29tg23293,ABR-SMG6,ABR,29,SMG6,23293
hg29tg7531,ABR-YWHAE,ABR,29,YWHAE,7531
hg58527tg64065,ABRACL-PERP,ABRACL,58527,PERP,64065
hg29777tg8666,ABT1-EIF3G,ABT1,29777,EIF3G,8666
hg25841tg51074,ABTB2-APIP,ABTB2,25841,APIP,51074
hg25841tg4287,ABTB2-ATXN3,ABTB2,25841,ATXN3,4287
hg25841tg4707,ABTB2-NDUFB1,ABTB2,25841,NDUFB1,4707
hg25841tg7299,ABTB2-TYR,ABTB2,25841,TYR,7299
hg31tg26574,ACACA-AATF,ACACA,31,AATF,26574
hg31tg8754,ACACA-ADAM9,ACACA,31,ADAM9,8754
hg31tg284099,ACACA-C17orf78,ACACA,31,C17orf78,284099
hg31tg6352,ACACA-CCL5,ACACA,31,CCL5,6352
hg31tg1528,ACACA-CYB5A,ACACA,31,CYB5A,1528
hg31tg84923,ACACA-FAM104A,ACACA,31,FAM104A,84923
hg31tg79893,ACACA-GGNBP2,ACACA,31,GGNBP2,79893
hg31tg144321,ACACA-GLIPR1L2,ACACA,31,GLIPR1L2,144321
hg31tg55876,ACACA-GSDMB,ACACA,31,GSDMB,55876
hg31tg203100,ACACA-HTRA4,ACACA,31,HTRA4,203100
hg31tg3927,ACACA-LASP1,ACACA,31,LASP1,3927
hg31tg3965,ACACA-LGALS9,ACACA,31,LGALS9,3965
hg31tg9862,ACACA-MED24,ACACA,31,MED24,9862
hg31tg79148,ACACA-MMP28,ACACA,31,MMP28,79148
hg31tg22843,ACACA-PPM1E,ACACA,31,PPM1E,22843
hg31tg5636,ACACA-PRPSAP2,ACACA,31,PRPSAP2,5636
hg31tg80725,ACACA-SRCIN1,ACACA,31,SRCIN1,80725
hg31tg85464,ACACA-SSH2,ACACA,31,SSH2,85464
hg31tg342667,ACACA-STAC2,ACACA,31,STAC2,342667
hg31tg26115,ACACA-TANC2,ACACA,31,TANC2,26115
hg32tg92979,ACACB-MARCH9,ACACB,32,MARCH9,92979
hg32tg7374,ACACB-UNG,ACACB,32,UNG,7374
hg176tg176,ACAN-ACAN,ACAN,176,ACAN,176
hg176tg8736,ACAN-MYOM1,ACAN,176,MYOM1,8736
hg23527tg347,ACAP2-APOD,ACAP2,23527,APOD,347
hg23527tg79572,ACAP2-ATP13A3,ACAP2,23527,ATP13A3,79572
hg23527tg805,ACAP2-CALM2,ACAP2,23527,CALM2,805
hg23527tg84223,ACAP2-IQCG,ACAP2,23527,IQCG,84223
hg23527tg3840,ACAP2-KPNA4,ACAP2,23527,KPNA4,3840
hg23527tg8626,ACAP2-TP63,ACAP2,23527,TP63,8626
hg23527tg152002,ACAP2-XXYLT1,ACAP2,23527,XXYLT1,152002
hg116983tg54973,ACAP3-CPSF3L,ACAP3,116983,CPSF3L,54973
hg116983tg1855,ACAP3-DVL1,ACAP3,116983,DVL1,1855
hg79777tg9884,ACBD4-LRRC37A,ACBD4,79777,LRRC37A,9884
hg91452tg10730,ACBD5-YME1L1,ACBD5,91452,YME1L1,10730
hg84320tg10625,ACBD6-IVNS1ABP,ACBD6,84320,IVNS1ABP,10625
hg84320tg64326,ACBD6-RFWD2,ACBD6,84320,RFWD2,64326
hg59272tg4935,ACE2-GPR143,ACE2,59272,GPR143,4935
hg340485tg157657,ACER2-C8orf37,ACER2,340485,C8orf37,157657
hg55331tg5091,ACER3-PC,ACER3,55331,PC,5091
hg55331tg51400,ACER3-PPME1,ACER3,55331,PPME1,51400
hg55331tg7405,ACER3-UVRAG,ACER3,55331,UVRAG,7405
hg43tg55610,ACHE-CCDC132,ACHE,43,CCDC132,55610
hg22985tg256646,ACIN1-NUTM1,ACIN1,22985,NUTM1,256646
hg22985tg79890,ACIN1-RIN3,ACIN1,22985,RIN3,79890
hg47tg26574,ACLY-AATF,ACLY,47,AATF,26574
hg47tg7266,ACLY-DNAJC7,ACLY,47,DNAJC7,7266
hg47tg81558,ACLY-FAM117A,ACLY,47,FAM117A,81558
hg47tg8148,ACLY-TAF15,ACLY,47,TAF15,8148
hg48tg403,ACO1-ARL3,ACO1,48,ARL3,403
hg50tg57491,ACO2-AHRR,ACO2,50,AHRR,57491
hg50tg23779,ACO2-ARHGAP8,ACO2,50,ARHGAP8,23779
hg50tg55615,ACO2-PRR5,ACO2,50,PRR5,55615
hg50tg23264,ACO2-ZC3H7B,ACO2,50,ZC3H7B,23264
hg26027tg732,ACOT11-C8B,ACOT11,26027,C8B,732
hg26027tg7812,ACOT11-CSDE1,ACOT11,26027,CSDE1,7812
hg11332tg26038,ACOT7-CHD5,ACOT7,11332,CHD5,26038
hg11332tg2517,ACOT7-FUCA1,ACOT7,11332,FUCA1,2517
hg11332tg9903,ACOT7-KLHL21,ACOT7,11332,KLHL21,9903
hg11332tg142678,ACOT7-MIB2,ACOT7,11332,MIB2,142678
hg11332tg6146,ACOT7-RPL22,ACOT7,11332,RPL22,6146
hg11332tg8718,ACOT7-TNFRSF25,ACOT7,11332,TNFRSF25,8718
hg11332tg100287898,ACOT7-TTC34,ACOT7,11332,TTC34,100287898
hg23597tg79135,ACOT9-APOO,ACOT9,23597,APOO,79135
hg51tg28227,ACOX1-PPP2R3B,ACOX1,51,PPP2R3B,28227
hg51tg5578,ACOX1-PRKCA,ACOX1,51,PRKCA,5578
hg51tg6730,ACOX1-SRP68,ACOX1,51,SRP68,6730
hg51tg7325,ACOX1-UBE2E2,ACOX1,51,UBE2E2,7325
hg52tg26751,ACP1-SH3YL1,ACP1,52,SH3YL1,26751
hg53tg51642,ACP2-MRPL48,ACP2,53,MRPL48,51642
hg51205tg495,ACP6-ATP4A,ACP6,51205,ATP4A,495
hg51205tg607,ACP6-BCL9,ACP6,51205,BCL9,607
hg55tg23600,ACPP-AMACR,ACPP,55,AMACR,23600
hg55tg27236,ACPP-ARFIP1,ACPP,55,ARFIP1,27236
hg55tg558,ACPP-AXL,ACPP,55,AXL,558
hg55tg23327,ACPP-NEDD4L,ACPP,55,NEDD4L,23327
hg55tg4852,ACPP-NPY,ACPP,55,NPY,4852
hg55tg51109,ACPP-RDH11,ACPP,55,RDH11,51109
hg55tg11342,ACPP-RNF13,ACPP,55,RNF13,11342
hg55tg9667,ACPP-SAFB2,ACPP,55,SAFB2,9667
hg55tg54795,ACPP-TRPM4,ACPP,55,TRPM4,54795
hg80221tg10350,ACSF2-ABCA9,ACSF2,80221,ABCA9,10350
hg80221tg124535,ACSF2-HSF5,ACSF2,80221,HSF5,124535
hg80221tg9043,ACSF2-SPAG9,ACSF2,80221,SPAG9,9043
hg2180tg832,ACSL1-CAPZB,ACSL1,2180,CAPZB,832
hg2180tg51191,ACSL1-HERC5,ACSL1,2180,HERC5,51191
hg51703tg2120,ACSL5-ETV6,ACSL5,51703,ETV6,2120
hg51703tg23368,ACSL5-PPP1R13B,ACSL5,51703,PPP1R13B,23368
hg51703tg5693,ACSL5-PSMB5,ACSL5,51703,PSMB5,5693
hg51703tg6934,ACSL5-TCF7L2,ACSL5,51703,TCF7L2,6934
hg51703tg143187,ACSL5-VTI1A,ACSL5,51703,VTI1A,143187
hg23305tg8760,ACSL6-CDS2,ACSL6,23305,CDS2,8760
hg123876tg368,ACSM2A-ABCC6,ACSM2A,123876,ABCC6,368
hg84532tg23348,ACSS1-DOCK9,ACSS1,84532,DOCK9,23348
hg84532tg57697,ACSS1-FANCM,ACSS1,84532,FANCM,57697
hg55902tg2937,ACSS2-GSS,ACSS2,55902,GSS,2937
hg79611tg10677,ACSS3-AVIL,ACSS3,79611,AVIL,10677
hg79611tg51302,ACSS3-CYP39A1,ACSS3,79611,CYP39A1,51302
hg79611tg374454,ACSS3-KRT77,ACSS3,79611,KRT77,374454
hg79611tg25895,ACSS3-METTL21B,ACSS3,79611,METTL21B,25895
hg79611tg27067,ACSS3-STAU2,ACSS3,79611,STAU2,27067
hg59tg58,ACTA2-ACTA1,ACTA2,59,ACTA1,58
hg59tg1291,ACTA2-COL6A1,ACTA2,59,COL6A1,1291
hg60tg1308,ACTB-COL17A1,ACTB,60,COL17A1,1308
hg71tg643,ACTG1-CXCR5,ACTG1,71,CXCR5,643
hg71tg3872,ACTG1-KRT17,ACTG1,71,KRT17,3872
hg71tg4286,ACTG1-MITF,ACTG1,71,MITF,4286
hg72tg59,ACTG2-ACTA2,ACTG2,72,ACTA2,59
hg72tg72,ACTG2-ACTG2,ACTG2,72,ACTG2,72
hg86tg59286,ACTL6A-UBL5,ACTL6A,86,UBL5,59286
hg87tg8816,ACTN1-DCAF5,ACTN1,87,DCAF5,8816
hg87tg65979,ACTN1-PHACTR4,ACTN1,87,PHACTR4,65979
hg87tg10590,ACTN1-SCGN,ACTN1,87,SCGN,10590
hg81tg87,ACTN4-ACTN1,ACTN4,81,ACTN1,87
hg81tg333,ACTN4-APLP1,ACTN4,81,APLP1,333
hg81tg832,ACTN4-CAPZB,ACTN4,81,CAPZB,832
hg81tg57828,ACTN4-CATSPERG,ACTN4,81,CATSPERG,57828
hg81tg27335,ACTN4-EIF3K,ACTN4,81,EIF3K,27335
hg81tg79068,ACTN4-FTO,ACTN4,81,FTO,79068
hg81tg84063,ACTN4-KIRREL2,ACTN4,81,KIRREL2,84063
hg81tg4297,ACTN4-KMT2A,ACTN4,81,KMT2A,4297
hg81tg653499,ACTN4-LGALS7B,ACTN4,81,LGALS7B,653499
hg81tg11184,ACTN4-MAP4K1,ACTN4,81,MAP4K1,11184
hg81tg6217,ACTN4-RPS16,ACTN4,81,RPS16,6217
hg81tg6261,ACTN4-RYR1,ACTN4,81,RYR1,6261
hg81tg10653,ACTN4-SPINT2,ACTN4,81,SPINT2,10653
hg81tg6829,ACTN4-SUPT5H,ACTN4,81,SUPT5H,6829
hg81tg92609,ACTN4-TIMM50,ACTN4,81,TIMM50,92609
hg55860tg51248,ACTR10-PDZD11,ACTR10,55860,PDZD11,51248
hg10121tg79991,ACTR1A-OBFC1,ACTR1A,10121,OBFC1,79991
hg10097tg10051,ACTR2-SMC4,ACTR2,10097,SMC4,10051
hg10097tg80705,ACTR2-TSGA10,ACTR2,10097,TSGA10,80705
hg10097tg7360,ACTR2-UGP2,ACTR2,10097,UGP2,7360
hg10096tg90736,ACTR3-FAM104B,ACTR3,10096,FAM104B,90736
hg57180tg221037,ACTR3B-JMJD1C,ACTR3B,57180,JMJD1C,221037
hg57180tg11315,ACTR3B-PARK7,ACTR3B,57180,PARK7,11315
hg57180tg5799,ACTR3B-PTPRN2,ACTR3B,57180,PTPRN2,5799
hg79913tg9670,ACTR5-IPO13,ACTR5,79913,IPO13,9670
hg79913tg7764,ACTR5-ZNF217,ACTR5,79913,ZNF217,7764
hg64431tg23074,ACTR6-UHRF1BP1L,ACTR6,64431,UHRF1BP1L,23074
hg91tg341405,ACVR1B-ANKRD33,ACVR1B,91,ANKRD33,341405
hg130399tg91,ACVR1C-ACVR1B,ACVR1C,130399,ACVR1B,91
hg92tg10000,ACVR2A-AKT3,ACVR2A,92,AKT3,10000
hg92tg841,ACVR2A-CASP8,ACVR2A,92,CASP8,841
hg92tg10404,ACVR2A-CPQ,ACVR2A,92,CPQ,10404
hg92tg55777,ACVR2A-MBD5,ACVR2A,92,MBD5,55777
hg92tg7341,ACVR2A-SUMO1,ACVR2A,92,SUMO1,7341
hg94tg124935,ACVRL1-SLC43A2,ACVRL1,94,SLC43A2,124935
hg95tg8314,ACY1-BAP1,ACY1,95,BAP1,8314
hg98tg57142,ACYP2-RTN4,ACYP2,98,RTN4,57142
hg98tg4904,ACYP2-YBX1,ACYP2,98,YBX1,4904
hg102tg145645,ADAM10-C15orf43,ADAM10,102,C15orf43,145645
hg102tg4643,ADAM10-MYO1E,ADAM10,102,MYO1E,4643
hg8751tg9557,ADAM15-CHD1L,ADAM15,8751,CHD1L,9557
hg8751tg80308,ADAM15-FLAD1,ADAM15,8751,FLAD1,80308
hg8751tg64979,ADAM15-MRPL36,ADAM15,8751,MRPL36,64979
hg6868tg9270,ADAM17-ITGB1BP1,ADAM17,6868,ITGB1BP1,9270
hg6868tg22872,ADAM17-SEC31A,ADAM17,6868,SEC31A,22872
hg6868tg10971,ADAM17-YWHAQ,ADAM17,6868,YWHAQ,10971
hg8728tg5306,ADAM19-PITPNA,ADAM19,8728,PITPNA,5306
hg53616tg154661,ADAM22-RUNDC3B,ADAM22,53616,RUNDC3B,154661
hg8745tg8611,ADAM23-PPAP2A,ADAM23,8745,PPAP2A,8611
hg10863tg10274,ADAM28-STAG1,ADAM28,10863,STAG1,10274
hg8754tg10863,ADAM9-ADAM28,ADAM9,8754,ADAM28,10863
hg8754tg9633,ADAM9-MTL5,ADAM9,8754,MTL5,9633
hg8754tg11212,ADAM9-PROSC,ADAM9,8754,PROSC,11212
hg8754tg137970,ADAM9-UNC5D,ADAM9,8754,UNC5D,137970
hg81794tg4298,ADAMTS10-MLLT1,ADAMTS10,81794,MLLT1,4298
hg81792tg114899,ADAMTS12-C1QTNF3,ADAMTS12,81792,C1QTNF3,114899
hg81792tg81545,ADAMTS12-FBXO38,ADAMTS12,81792,FBXO38,81545
hg81792tg26064,ADAMTS12-RAI14,ADAMTS12,81792,RAI14,26064
hg81792tg51663,ADAMTS12-ZFR,ADAMTS12,81792,ZFR,51663
hg170690tg2120,ADAMTS16-ETV6,ADAMTS16,170690,ETV6,2120
hg170691tg204219,ADAMTS17-CERS3,ADAMTS17,170691,CERS3,204219
hg170691tg6557,ADAMTS17-SLC12A1,ADAMTS17,170691,SLC12A1,6557
hg9509tg285679,ADAMTS2-C5orf60,ADAMTS2,9509,C5orf60,285679
hg9509tg5019,ADAMTS2-OXCT1,ADAMTS2,9509,OXCT1,5019
hg80070tg64897,ADAMTS20-C12orf43,ADAMTS20,80070,C12orf43,64897
hg11173tg79834,ADAMTS7-PEAK1,ADAMTS7,11173,PEAK1,79834
hg11173tg65084,ADAMTS7-TMEM135,ADAMTS7,11173,TMEM135,65084
hg56999tg10752,ADAMTS9-CHL1,ADAMTS9,56999,CHL1,10752
hg9719tg79109,ADAMTSL2-MAPKAP1,ADAMTSL2,9719,MAPKAP1,79109
hg11033tg8379,ADAP1-MAD1L1,ADAP1,11033,MAD1L1,8379
hg11033tg55798,ADAP1-METTL2B,ADAP1,11033,METTL2B,55798
hg11033tg23353,ADAP1-SUN1,ADAP1,11033,SUN1,23353
hg103tg22948,ADAR-CCT5,ADAR,103,CCT5,22948
hg103tg6612,ADAR-SUMO3,ADAR,103,SUMO3,6612
hg339896tg51015,ADC-ISOC1,ADC,339896,ISOC1,51015
hg339896tg55023,ADC-PHIP,ADC,339896,PHIP,55023
hg57143tg81892,ADCK1-SLIRP,ADCK1,57143,SLIRP,81892
hg90956tg1804,ADCK2-DPP6,ADCK2,90956,DPP6,1804
hg90956tg6916,ADCK2-TBXAS1,ADCK2,90956,TBXAS1,6916
hg79934tg10270,ADCK4-AKAP8,ADCK4,79934,AKAP8,10270
hg203054tg3297,ADCK5-HSF1,ADCK5,203054,HSF1,3297
hg203054tg3633,ADCK5-INPP5B,ADCK5,203054,INPP5B,3633
hg108tg22794,ADCY2-CASC3,ADCY2,108,CASC3,22794
hg108tg81037,ADCY2-CLPTM1L,ADCY2,108,CLPTM1L,81037
hg108tg84263,ADCY2-HSDL2,ADCY2,108,HSDL2,84263
hg108tg79871,ADCY2-RPAP2,ADCY2,108,RPAP2,79871
hg108tg25813,ADCY2-SAMM50,ADCY2,108,SAMM50,25813
hg109tg79172,ADCY3-CENPO,ADCY3,109,CENPO,79172
hg109tg3030,ADCY3-HADHA,ADCY3,109,HADHA,3030
hg109tg23352,ADCY3-UBR4,ADCY3,109,UBR4,23352
hg112tg10540,ADCY6-DCTN2,ADCY6,112,DCTN2,10540
hg115tg1387,ADCY9-CREBBP,ADCY9,115,CREBBP,1387
hg115tg84656,ADCY9-GLYR1,ADCY9,115,GLYR1,84656
hg115tg57407,ADCY9-NMRAL1,ADCY9,115,NMRAL1,57407
hg115tg5579,ADCY9-PRKCB,ADCY9,115,PRKCB,5579
hg115tg116028,ADCY9-RMI2,ADCY9,115,RMI2,116028
hg115tg6345,ADCY9-SRL,ADCY9,115,SRL,6345
hg117tg2692,ADCYAP1R1-GHRHR,ADCYAP1R1,117,GHRHR,2692
hg118tg493,ADD1-ATP2B4,ADD1,118,ATP2B4,493
hg118tg8603,ADD1-FAM193A,ADD1,118,FAM193A,8603
hg120tg4601,ADD3-MXI1,ADD3,120,MXI1,4601
hg120tg7429,ADD3-VIL1,ADD3,120,VIL1,7429
hg125tg213,ADH1B-ALB,ADH1B,125,ALB,213
hg55256tg10656,ADI1-KHDRBS3,ADI1,55256,KHDRBS3,10656
hg51094tg1603,ADIPOR1-DAD1,ADIPOR1,51094,DAD1,1603
hg51094tg85397,ADIPOR1-RGS8,ADIPOR1,51094,RGS8,85397
hg79602tg93589,ADIPOR2-CACNA2D4,ADIPOR2,79602,CACNA2D4,93589
hg79602tg55810,ADIPOR2-FOXJ2,ADIPOR2,79602,FOXJ2,55810
hg132tg23522,ADK-KAT6B,ADK,132,KAT6B,23522
hg132tg3778,ADK-KCNMA1,ADK,132,KCNMA1,3778
hg79924tg9701,ADM2-PPP6R2,ADM2,79924,PPP6R2,9701
hg23394tg10893,ADNP-MMP24,ADNP,23394,MMP24,10893
hg23394tg51097,ADNP-SCCPDH,ADNP,23394,SCCPDH,51097
hg23394tg10388,ADNP-SYCP2,ADNP,23394,SYCP2,10388
hg136tg9487,ADORA2B-PIGL,ADORA2B,136,PIGL,9487
hg54936tg51181,ADPRHL2-DCXR,ADPRHL2,54936,DCXR,51181
hg156tg8826,ADRBK1-IQGAP1,ADRBK1,156,IQGAP1,8826
hg156tg399687,ADRBK1-MYO18A,ADRBK1,156,MYO18A,399687
hg157tg162,ADRBK2-AP1B1,ADRBK2,157,AP1B1,162
hg157tg4853,ADRBK2-NOTCH2,ADRBK2,157,NOTCH2,4853
hg157tg10291,ADRBK2-SF3A1,ADRBK2,157,SF3A1,10291
hg158tg57591,ADSL-MKL1,ADSL,158,MKL1,57591
