FusionGID,FusionGene,Hgene,HGID,Tgene,TGID
hg51366tg5689,UBR5-PSMB1,UBR5,51366,PSMB1,5689
hg51366tg3516,UBR5-RBPJ,UBR5,51366,RBPJ,3516
hg51366tg140730,UBR5-RIMS4,UBR5,51366,RIMS4,140730
hg51366tg22872,UBR5-SEC31A,UBR5,51366,SEC31A,22872
hg51366tg23090,UBR5-ZNF423,UBR5,51366,ZNF423,23090
hg51366tg84450,UBR5-ZNF512,UBR5,51366,ZNF512,84450
hg92181tg133874,UBTD2-C5orf58,UBTD2,92181,C5orf58,133874
hg92181tg285590,UBTD2-SH3PXD2B,UBTD2,92181,SH3PXD2B,285590
hg7343tg55534,UBTF-MAML3,UBTF,7343,MAML3,55534
hg7343tg80736,UBTF-SLC44A4,UBTF,7343,SLC44A4,80736
hg51035tg79703,UBXN1-C11orf80,UBXN1,51035,C11orf80,79703
hg91544tg257101,UBXN11-ZNF683,UBXN11,91544,ZNF683,257101
hg165324tg2631,UBXN2A-GBAS,UBXN2A,165324,GBAS,2631
hg165324tg5796,UBXN2A-PTPRK,UBXN2A,165324,PTPRK,5796
hg137886tg23469,UBXN2B-PHF3,UBXN2B,137886,PHF3,23469
hg23190tg59286,UBXN4-UBL5,UBXN4,23190,UBL5,59286
hg23190tg23190,UBXN4-UBXN4,UBXN4,23190,UBXN4,23190
hg80700tg57406,UBXN6-ABHD6,UBXN6,80700,ABHD6,57406
hg80700tg2914,UBXN6-GRM4,UBXN6,80700,GRM4,2914
hg51377tg9910,UCHL5-RABGAP1L,UCHL5,51377,RABGAP1L,9910
hg51377tg388662,UCHL5-SLC6A17,UCHL5,51377,SLC6A17,388662
hg7371tg55157,UCK2-DARS2,UCK2,7371,DARS2,55157
hg7371tg1660,UCK2-DHX9,UCK2,7371,DHX9,1660
hg7371tg65005,UCK2-MRPL9,UCK2,7371,MRPL9,65005
hg7371tg5087,UCK2-PBX1,UCK2,7371,PBX1,5087
hg7371tg81609,UCK2-SNX27,UCK2,7371,SNX27,81609
hg7371tg9095,UCK2-TBX19,UCK2,7371,TBX19,9095
hg54963tg79050,UCKL1-NOC4L,UCKL1,54963,NOC4L,79050
hg54963tg140700,UCKL1-SAMD10,UCKL1,54963,SAMD10,140700
hg54963tg9013,UCKL1-TAF1C,UCKL1,54963,TAF1C,9013
hg54963tg140685,UCKL1-ZBTB46,UCKL1,54963,ZBTB46,140685
hg51506tg55107,UFC1-ANO1,UFC1,51506,ANO1,55107
hg7353tg153478,UFD1L-PLEKHG4B,UFD1L,7353,PLEKHG4B,153478
hg23376tg3178,UFL1-HNRNPA1,UFL1,23376,HNRNPA1,3178
hg55325tg256309,UFSP2-CCDC110,UFSP2,55325,CCDC110,256309
hg55325tg2043,UFSP2-EPHA4,UFSP2,55325,EPHA4,2043
hg7357tg548645,UGCG-DNAJC25,UGCG,7357,DNAJC25,548645
hg7357tg2790,UGCG-GNG10,UGCG,7357,GNG10,2790
hg7358tg5981,UGDH-RFC1,UGDH,7358,RFC1,5981
hg7358tg201895,UGDH-SMIM14,UGDH,7358,SMIM14,201895
hg56886tg27086,UGGT1-FOXP1,UGGT1,56886,FOXP1,27086
hg55757tg79901,UGGT2-CYBRD1,UGGT2,55757,CYBRD1,79901
hg55757tg2262,UGGT2-GPC5,UGGT2,55757,GPC5,2262
hg7360tg1434,UGP2-CSE1L,UGP2,7360,CSE1L,1434
hg54575tg6672,UGT1A10-SP100,UGT1A10,54575,SP100,6672
hg54659tg22948,UGT1A3-CCT5,UGT1A3,54659,CCT5,22948
hg54659tg2266,UGT1A3-FGG,UGT1A3,54659,FGG,2266
hg54578tg57338,UGT1A6-JPH3,UGT1A6,54578,JPH3,57338
hg54578tg4705,UGT1A6-NDUFA10,UGT1A6,54578,NDUFA10,4705
hg54887tg23294,UHRF1BP1-ANKS1A,UHRF1BP1,54887,ANKS1A,23294
hg54887tg1833,UHRF1BP1-EPYC,UHRF1BP1,54887,EPYC,1833
hg54887tg83732,UHRF1BP1-RIOK1,UHRF1BP1,54887,RIOK1,83732
hg54887tg6631,UHRF1BP1-SNRPC,UHRF1BP1,54887,SNRPC,6631
hg54887tg54887,UHRF1BP1-UHRF1BP1,UHRF1BP1,54887,UHRF1BP1,54887
hg23074tg56899,UHRF1BP1L-ANKS1B,UHRF1BP1L,23074,ANKS1B,56899
hg23074tg10368,UHRF1BP1L-CACNG3,UHRF1BP1L,23074,CACNG3,10368
hg23074tg29953,UHRF1BP1L-TRHDE,UHRF1BP1L,23074,TRHDE,29953
hg115426tg55871,UHRF2-CBWD1,UHRF2,115426,CBWD1,55871
hg115426tg7436,UHRF2-VLDLR,UHRF2,115426,VLDLR,7436
hg51720tg83463,UIMC1-MXD3,UIMC1,51720,MXD3,83463
hg51720tg5373,UIMC1-PMM2,UIMC1,51720,PMM2,5373
hg8408tg23474,ULK1-ETHE1,ULK1,8408,ETHE1,23474
hg8408tg26259,ULK1-FBXW8,ULK1,8408,FBXW8,26259
hg8408tg54776,ULK1-PPP1R12C,ULK1,8408,PPP1R12C,54776
hg8408tg5575,ULK1-PRKAR1B,ULK1,8408,PRKAR1B,5575
hg8408tg6433,ULK1-SFSWAP,ULK1,8408,SFSWAP,6433
hg8408tg79600,ULK1-TCTN1,ULK1,8408,TCTN1,79600
hg9706tg37,ULK2-ACADVL,ULK2,9706,ACADVL,37
hg54986tg55129,ULK4-ANO10,ULK4,54986,ANO10,55129
hg54986tg3783,ULK4-KCNN4,ULK4,54986,KCNN4,3783
hg7372tg26059,UMPS-ERC2,UMPS,7372,ERC2,26059
hg10497tg25822,UNC13B-DNAJB5,UNC13B,10497,DNAJB5,25822
hg10497tg5789,UNC13B-PTPRD,UNC13B,10497,PTPRD,5789
hg10497tg54457,UNC13B-TAF7L,UNC13B,10497,TAF7L,54457
hg10497tg54926,UNC13B-UBE2R2,UNC13B,10497,UBE2R2,54926
hg201294tg58533,UNC13D-SNX6,UNC13D,201294,SNX6,58533
hg55898tg4122,UNC45A-MAN2A2,UNC45A,55898,MAN2A2,4122
hg55898tg57148,UNC45A-RALGAPB,UNC45A,55898,RALGAPB,57148
hg55898tg9899,UNC45A-SV2B,UNC45A,55898,SV2B,9899
hg25972tg56910,UNC50-STARD7,UNC50,25972,STARD7,56910
hg25972tg55236,UNC50-UBA6,UNC50,25972,UBA6,55236
hg90249tg57222,UNC5A-ERGIC1,UNC5A,90249,ERGIC1,57222
hg90249tg55020,UNC5A-TTC38,UNC5A,90249,TTC38,55020
hg90249tg90249,UNC5A-UNC5A,UNC5A,90249,UNC5A,90249
hg8633tg5910,UNC5C-RAP1GDS1,UNC5C,8633,RAP1GDS1,5910
hg7374tg121642,UNG-ALKBH2,UNG,7374,ALKBH2,121642
hg85451tg1806,UNK-DPYD,UNK,85451,DPYD,1806
hg85451tg3691,UNK-ITGB4,UNK,85451,ITGB4,3691
hg85451tg5578,UNK-PRKCA,UNK,85451,PRKCA,5578
hg85451tg114804,UNK-RNF157,UNK,85451,RNF157,114804
hg85451tg29115,UNK-SAP30BP,UNK,85451,SAP30BP,29115
hg64718tg50626,UNKL-CYHR1,UNKL,64718,CYHR1,50626
hg64718tg57609,UNKL-DIP2B,UNKL,64718,DIP2B,57609
hg5976tg11316,UPF1-COPE,UPF1,5976,COPE,11316
hg5976tg54555,UPF1-DDX49,UPF1,5976,DDX49,54555
hg5976tg10480,UPF1-EIF3M,UPF1,5976,EIF3M,10480
hg5976tg2280,UPF1-FKBP1A,UPF1,5976,FKBP1A,2280
hg5976tg3607,UPF1-FOXK2,UPF1,5976,FOXK2,3607
hg5976tg23094,UPF1-SIPA1L3,UPF1,5976,SIPA1L3,23094
hg26019tg131076,UPF2-CCDC58,UPF2,26019,CCDC58,131076
hg65110tg8881,UPF3A-CDC16,UPF3A,65110,CDC16,8881
hg7378tg8874,UPP1-ARHGEF7,UPP1,7378,ARHGEF7,8874
hg55245tg171023,UQCC1-ASXL1,UQCC1,55245,ASXL1,171023
hg55245tg93589,UQCC1-CACNA2D4,UQCC1,55245,CACNA2D4,93589
hg55245tg54675,UQCC1-CRLS1,UQCC1,55245,CRLS1,54675
hg55245tg83658,UQCC1-DYNLRB1,UQCC1,55245,DYNLRB1,83658
hg55245tg51614,UQCC1-ERGIC3,UQCC1,55245,ERGIC3,51614
hg55245tg85449,UQCC1-KIAA1755,UQCC1,55245,KIAA1755,85449
hg55245tg10893,UQCC1-MMP24,UQCC1,55245,MMP24,10893
hg55245tg60488,UQCC1-MRPS35,UQCC1,55245,MRPS35,60488
hg55245tg25939,UQCC1-SAMHD1,UQCC1,55245,SAMHD1,25939
hg55245tg6867,UQCC1-TACC1,UQCC1,55245,TACC1,6867
hg7384tg57600,UQCRC1-FNIP2,UQCRC1,7384,FNIP2,57600
hg7384tg6599,UQCRC1-SMARCC1,UQCRC1,7384,SMARCC1,6599
hg7385tg7385,UQCRC2-UQCRC2,UQCRC2,7385,UQCRC2,7385
hg7386tg342865,UQCRFS1-VSTM2B,UQCRFS1,7386,VSTM2B,342865
hg27089tg27089,UQCRQ-UQCRQ,UQCRQ,27089,UQCRQ,27089
hg55665tg154664,URGCP-ABCA13,URGCP,55665,ABCA13,154664
hg8725tg115703,URI1-ARHGAP33,URI1,8725,ARHGAP33,115703
hg8725tg83636,URI1-C19orf12,URI1,8725,C19orf12,83636
hg8725tg898,URI1-CCNE1,URI1,8725,CCNE1,898
hg8725tg1108,URI1-CHD4,URI1,8725,CHD4,1108
hg8725tg8667,URI1-EIF3H,URI1,8725,EIF3H,8667
hg8725tg3171,URI1-FOXA3,URI1,8725,FOXA3,3171
hg8725tg282618,URI1-IFNL1,URI1,8725,IFNL1,282618
hg8725tg9141,URI1-PDCD5,URI1,8725,PDCD5,9141
hg8725tg85415,URI1-RHPN2,URI1,8725,RHPN2,85415
hg8725tg6261,URI1-RYR1,URI1,8725,RYR1,6261
hg8725tg7515,URI1-XRCC1,URI1,8725,XRCC1,7515
hg8725tg7581,URI1-ZNF33A,URI1,8725,ZNF33A,7581
hg8725tg9745,URI1-ZNF536,URI1,8725,ZNF536,9745
hg81605tg10109,URM1-ARPC2,URM1,81605,ARPC2,10109
hg81605tg51117,URM1-COQ4,URM1,81605,COQ4,51117
hg81605tg7158,URM1-TP53BP1,URM1,81605,TP53BP1,7158
hg7389tg7389,UROD-UROD,UROD,7389,UROD,7389
hg79650tg84229,USB1-CCDC135,USB1,79650,CCDC135,84229
hg79650tg6376,USB1-CX3CL1,USB1,79650,CX3CL1,6376
hg7391tg9913,USF1-SUPT7L,USF1,7391,SUPT7L,9913
hg7392tg11129,USF2-CLASRP,USF2,7392,CLASRP,11129
hg7392tg55214,USF2-LEPREL1,USF2,7392,LEPREL1,55214
hg7392tg7392,USF2-USF2,USF2,7392,USF2,7392
hg7392tg90075,USF2-ZNF30,USF2,7392,ZNF30,90075
hg7398tg84251,USP1-SGIP1,USP1,7398,SGIP1,84251
hg9100tg9914,USP10-ATP2C2,USP10,9100,ATP2C2,9914
hg9100tg1012,USP10-CDH13,USP10,9100,CDH13,1012
hg9100tg83716,USP10-CRISPLD2,USP10,9100,CRISPLD2,83716
hg9100tg55625,USP10-ZDHHC7,USP10,9100,ZDHHC7,55625
hg8237tg5527,USP11-PPP2R5C,USP11,8237,PPP2R5C,5527
hg8237tg8237,USP11-USP11,USP11,8237,USP11,8237
hg219333tg1024,USP12-CDK8,USP12,219333,CDK8,1024
hg219333tg81624,USP12-DIAPH3,USP12,219333,DIAPH3,81624
hg219333tg1871,USP12-E2F3,USP12,219333,E2F3,1871
hg219333tg387496,USP12-RASL11A,USP12,219333,RASL11A,387496
hg8975tg10242,USP13-KCNMB2,USP13,8975,KCNMB2,10242
hg9097tg8715,USP14-NOL4,USP14,9097,NOL4,8715
hg9958tg56899,USP15-ANKS1B,USP15,9958,ANKS1B,56899
hg9958tg51198,USP15-C9orf53,USP15,9958,C9orf53,51198
hg9958tg1002,USP15-CDH4,USP15,9958,CDH4,1002
hg9958tg11052,USP15-CPSF6,USP15,9958,CPSF6,11052
hg9958tg283417,USP15-DPY19L2,USP15,9958,DPY19L2,283417
hg9958tg23041,USP15-MON2,USP15,9958,MON2,23041
hg9958tg23215,USP15-PRRC2C,USP15,9958,PRRC2C,23215
hg9958tg79657,USP15-RPAP3,USP15,9958,RPAP3,79657
hg9958tg339745,USP15-SPOPL,USP15,9958,SPOPL,339745
hg9958tg57522,USP15-SRGAP1,USP15,9958,SRGAP1,57522
hg9958tg6857,USP15-SYT1,USP15,9958,SYT1,6857
hg10600tg79611,USP16-ACSS3,USP16,10600,ACSS3,79611
hg10600tg60592,USP16-SCOC,USP16,10600,SCOC,60592
hg10600tg10600,USP16-USP16,USP16,10600,USP16,10600
hg11274tg7917,USP18-BAG6,USP18,11274,BAG6,7917
hg9099tg80254,USP2-CEP63,USP2,9099,CEP63,80254
hg27005tg81607,USP21-PVRL4,USP21,27005,PVRL4,81607
hg23326tg253714,USP22-MMS22L,USP22,23326,MMS22L,253714
hg23326tg4628,USP22-MYH10,USP22,23326,MYH10,4628
hg23326tg80179,USP22-MYO19,USP22,23326,MYO19,80179
hg23326tg26001,USP22-RNF167,USP22,23326,RNF167,26001
hg23326tg201266,USP22-SLC39A11,USP22,23326,SLC39A11,201266
hg23326tg124912,USP22-SPACA3,USP22,23326,SPACA3,124912
hg23326tg9706,USP22-ULK2,USP22,23326,ULK2,9706
hg29761tg65250,USP25-C5orf42,USP25,29761,C5orf42,65250
hg29761tg805,USP25-CALM2,USP25,29761,CALM2,805
hg29761tg825,USP25-CAPN3,USP25,29761,CAPN3,825
hg57646tg171425,USP28-CLYBL,USP28,57646,CLYBL,171425
hg57646tg2113,USP28-ETS1,USP28,57646,ETS1,2113
hg57646tg7113,USP28-TMPRSS2,USP28,57646,TMPRSS2,7113
hg57646tg7299,USP28-TYR,USP28,57646,TYR,7299
hg9960tg567,USP3-B2M,USP3,9960,B2M,567
hg9960tg4292,USP3-MLH1,USP3,9960,MLH1,4292
hg9960tg4642,USP3-MYO1D,USP3,9960,MYO1D,4642
hg9960tg9728,USP3-SECISBP2L,USP3,9960,SECISBP2L,9728
hg9960tg83660,USP3-TLN2,USP3,9960,TLN2,83660
hg84749tg84749,USP30-USP30,USP30,84749,USP30,84749
hg57478tg23062,USP31-GGA2,USP31,57478,GGA2,23062
hg57478tg5579,USP31-PRKCB,USP31,57478,PRKCB,5579
hg84669tg10513,USP32-APPBP2,USP32,84669,APPBP2,10513
hg84669tg54828,USP32-BCAS3,USP32,84669,BCAS3,54828
hg84669tg51755,USP32-CDK12,USP32,84669,CDK12,51755
hg84669tg1213,USP32-CLTC,USP32,84669,CLTC,1213
hg84669tg79665,USP32-DHX40,USP32,84669,DHX40,79665
hg84669tg56915,USP32-EXOSC5,USP32,84669,EXOSC5,56915
hg84669tg4215,USP32-MAP3K3,USP32,84669,MAP3K3,4215
hg84669tg27020,USP32-NPTN,USP32,84669,NPTN,27020
hg84669tg9489,USP32-PGS1,USP32,84669,PGS1,9489
hg84669tg5889,USP32-RAD51C,USP32,84669,RAD51C,5889
hg84669tg441525,USP32-SPANXN4,USP32,84669,SPANXN4,441525
hg84669tg26133,USP32-TRPC4AP,USP32,84669,TRPC4AP,26133
hg84669tg63893,USP32-UBE2O,USP32,84669,UBE2O,63893
hg23032tg51019,USP33-CCDC53,USP33,23032,CCDC53,51019
hg9736tg339804,USP34-C2orf74,USP34,9736,C2orf74,339804
hg9736tg55739,USP34-CARKD,USP34,9736,CARKD,55739
hg9736tg150275,USP34-CCDC117,USP34,9736,CCDC117,150275
hg9736tg10575,USP34-CCT4,USP34,9736,CCT4,10575
hg9736tg56287,USP34-GKN1,USP34,9736,GKN1,56287
hg9736tg23030,USP34-KDM4B,USP34,9736,KDM4B,23030
hg9736tg7514,USP34-XPO1,USP34,9736,XPO1,7514
hg57558tg55210,USP35-ATAD3A,USP35,57558,ATAD3A,55210
hg57558tg25884,USP35-CHRDL2,USP35,57558,CHRDL2,25884
hg57602tg8632,USP36-DNAH17,USP36,57602,DNAH17,8632
hg57602tg5393,USP36-EXOSC9,USP36,57602,EXOSC9,5393
hg57602tg7077,USP36-TIMP2,USP36,57602,TIMP2,7077
hg57695tg55723,USP37-ASF1B,USP37,57695,ASF1B,55723
hg57695tg80267,USP37-EDEM3,USP37,57695,EDEM3,80267
hg57695tg64320,USP37-RNF25,USP37,57695,RNF25,64320
hg57695tg401474,USP37-SAMD12,USP37,57695,SAMD12,401474
hg57695tg7145,USP37-TNS1,USP37,57695,TNS1,7145
hg84640tg112744,USP38-IL17F,USP38,84640,IL17F,112744
hg84640tg201799,USP38-TMEM154,USP38,84640,TMEM154,201799
hg10713tg1768,USP39-DNAH6,USP39,10713,DNAH6,1768
hg10713tg2677,USP39-GGCX,USP39,10713,GGCX,2677
hg10713tg8673,USP39-VAMP8,USP39,10713,VAMP8,8673
hg7375tg8424,USP4-BBOX1,USP4,7375,BBOX1,8424
hg7375tg23513,USP4-SCRIB,USP4,7375,SCRIB,23513
hg84132tg113263,USP42-GLCCI1,USP42,84132,GLCCI1,113263
hg124739tg199920,USP43-C1orf168,USP43,124739,C1orf168,199920
hg124739tg284131,USP43-ENDOV,USP43,124739,ENDOV,284131
hg85015tg10973,USP45-ASCC3,USP45,85015,ASCC3,10973
hg85015tg103910,USP45-MYL12B,USP45,85015,MYL12B,103910
hg85015tg83732,USP45-RIOK1,USP45,85015,RIOK1,83732
hg85015tg9984,USP45-THOC1,USP45,85015,THOC1,9984
hg64854tg5156,USP46-PDGFRA,USP46,64854,PDGFRA,5156
hg64854tg152579,USP46-SCFD2,USP46,64854,SCFD2,152579
hg55031tg29945,USP47-ANAPC4,USP47,55031,ANAPC4,29945
hg55031tg55031,USP47-USP47,USP47,55031,USP47,55031
hg55031tg93550,USP47-ZFAND4,USP47,55031,ZFAND4,93550
hg84196tg57134,USP48-MAN1C1,USP48,84196,MAN1C1,57134
hg84196tg10313,USP48-RTN3,USP48,84196,RTN3,10313
hg84196tg57190,USP48-SEPN1,USP48,84196,SEPN1,57190
hg84196tg54361,USP48-WNT4,USP48,84196,WNT4,54361
hg84196tg7531,USP48-YWHAE,USP48,84196,YWHAE,7531
hg8078tg79811,USP5-SLTM,USP5,8078,SLTM,79811
hg54532tg79612,USP53-NAA16,USP53,54532,NAA16,79612
hg159195tg54788,USP54-DNAJB12,USP54,159195,DNAJB12,54788
hg159195tg3157,USP54-HMGCS1,USP54,159195,HMGCS1,3157
hg159195tg58529,USP54-MYOZ1,USP54,159195,MYOZ1,58529
hg159195tg5293,USP54-PIK3CD,USP54,159195,PIK3CD,5293
hg159195tg5687,USP54-PSMA6,USP54,159195,PSMA6,5687
hg159195tg55284,USP54-UBE2W,USP54,159195,UBE2W,55284
hg9098tg51651,USP6-PTRH2,USP6,9098,PTRH2,51651
hg9712tg54522,USP6NL-ANKRD16,USP6NL,9712,ANKRD16,54522
hg9712tg219681,USP6NL-ARMC3,USP6NL,9712,ARMC3,219681
hg9712tg374969,USP6NL-CCDC23,USP6NL,9712,CCDC23,374969
hg9712tg55691,USP6NL-FRMD4A,USP6NL,9712,FRMD4A,55691
hg9712tg2665,USP6NL-GDI2,USP6NL,9712,GDI2,2665
hg9712tg10243,USP6NL-GPHN,USP6NL,9712,GPHN,10243
hg9712tg84569,USP6NL-LYZL1,USP6NL,9712,LYZL1,84569
hg9712tg5550,USP6NL-PREP,USP6NL,9712,PREP,5550
hg9712tg54476,USP6NL-RNF216,USP6NL,9712,RNF216,54476
hg9712tg26019,USP6NL-UPF2,USP6NL,9712,UPF2,26019
hg7874tg567,USP7-B2M,USP7,7874,B2M,567
hg9101tg57188,USP8-ADAMTSL3,USP8,9101,ADAMTSL3,57188
hg9101tg55814,USP8-BDP1,USP8,9101,BDP1,55814
hg9101tg11001,USP8-SLC27A2,USP8,9101,SLC27A2,11001
hg8239tg10159,USP9X-ATP6AP2,USP9X,8239,ATP6AP2,10159
hg8239tg7403,USP9X-KDM6A,USP9X,8239,KDM6A,7403
hg8287tg23085,USP9Y-ERC1,USP9Y,8287,ERC1,23085
hg10208tg93185,USPL1-IGSF8,USPL1,10208,IGSF8,93185
hg10090tg8030,UST-CCDC6,UST,10090,CCDC6,8030
hg10090tg4602,UST-MYB,UST,10090,MYB,4602
hg10813tg6709,UTP14A-SPTAN1,UTP14A,10813,SPTAN1,6709
hg10813tg284695,UTP14A-ZNF326,UTP14A,10813,ZNF326,284695
hg51096tg83990,UTP18-BRIP1,UTP18,51096,BRIP1,83990
hg51096tg3312,UTP18-HSPA8,UTP18,51096,HSPA8,3312
hg51096tg3690,UTP18-ITGB3,UTP18,51096,ITGB3,3690
hg51096tg79734,UTP18-KCTD17,UTP18,51096,KCTD17,79734
hg51096tg51096,UTP18-UTP18,UTP18,51096,UTP18,51096
hg27340tg56899,UTP20-ANKS1B,UTP20,27340,ANKS1B,56899
hg27340tg79023,UTP20-NUP37,UTP20,27340,NUP37,79023
hg57050tg57050,UTP3-UTP3,UTP3,57050,UTP3,57050
hg55813tg54828,UTP6-BCAS3,UTP6,55813,BCAS3,54828
hg55813tg80336,UTP6-PABPC1L,UTP6,55813,PABPC1L,80336
hg55813tg284111,UTP6-SLC13A5,UTP6,55813,SLC13A5,284111
hg7402tg54806,UTRN-AHI1,UTRN,7402,AHI1,54806
hg7402tg8312,UTRN-AXIN1,UTRN,7402,AXIN1,8312
hg7402tg345930,UTRN-ECT2L,UTRN,7402,ECT2L,345930
hg7402tg8672,UTRN-EIF4G3,UTRN,7402,EIF4G3,8672
hg7402tg10767,UTRN-HBS1L,UTRN,7402,HBS1L,10767
hg7402tg23593,UTRN-HEBP2,UTRN,7402,HEBP2,23593
hg7402tg57221,UTRN-KIAA1244,UTRN,7402,KIAA1244,57221
hg7402tg22798,UTRN-LAMB4,UTRN,7402,LAMB4,22798
hg7402tg57128,UTRN-LYRM4,UTRN,7402,LYRM4,57128
hg7402tg4482,UTRN-MSRA,UTRN,7402,MSRA,4482
hg7402tg5071,UTRN-PARK2,UTRN,7402,PARK2,5071
hg7402tg64065,UTRN-PERP,UTRN,7402,PERP,64065
hg7402tg5306,UTRN-PITPNA,UTRN,7402,PITPNA,5306
hg7402tg6446,UTRN-SGK1,UTRN,7402,SGK1,6446
hg7402tg63027,UTRN-SLC22A23,UTRN,7402,SLC22A23,63027
hg7402tg54843,UTRN-SYTL2,UTRN,7402,SYTL2,54843
hg7402tg55689,UTRN-YEATS2,UTRN,7402,YEATS2,55689
hg7405tg10072,UVRAG-DPP3,UVRAG,7405,DPP3,10072
hg7405tg94240,UVRAG-EPSTI1,UVRAG,7405,EPSTI1,94240
hg7405tg220032,UVRAG-GDPD4,UVRAG,7405,GDPD4,220032
hg7405tg65987,UVRAG-KCTD14,UVRAG,7405,KCTD14,65987
hg7405tg84623,UVRAG-KIRREL3,UVRAG,7405,KIRREL3,84623
hg7405tg4135,UVRAG-MAP6,UVRAG,7405,MAP6,4135
hg7405tg135138,UVRAG-PACRG,UVRAG,7405,PACRG,135138
hg7405tg5058,UVRAG-PAK1,UVRAG,7405,PAK1,5058
hg7405tg5092,UVRAG-PCBD1,UVRAG,7405,PCBD1,5092
hg7405tg246330,UVRAG-PELI3,UVRAG,7405,PELI3,246330
hg7405tg9789,UVRAG-SPCS2,UVRAG,7405,SPCS2,9789
hg7405tg23306,UVRAG-TMEM194A,UVRAG,7405,TMEM194A,23306
hg7405tg23650,UVRAG-TRIM29,UVRAG,7405,TRIM29,23650
hg7405tg79698,UVRAG-ZMAT4,UVRAG,7405,ZMAT4,79698
hg57654tg54487,UVSSA-DGCR8,UVSSA,57654,DGCR8,54487
hg55697tg1006,VAC14-CDH8,VAC14,55697,CDH8,1006
hg55697tg51741,VAC14-WWOX,VAC14,55697,WWOX,51741
hg6843tg939,VAMP1-CD27,VAMP1,6843,CD27,939
hg6843tg441061,VAMP1-MARCH11,VAMP1,6843,MARCH11,441061
hg9341tg57466,VAMP3-SCAF4,VAMP3,9341,SCAF4,57466
hg8674tg196446,VAMP4-MYRFL,VAMP4,8674,MYRFL,196446
hg81839tg64761,VANGL1-PARP12,VANGL1,81839,PARP12,64761
hg9218tg2774,VAPA-GNAL,VAPA,9218,GNAL,2774
hg9218tg64863,VAPA-METTL4,VAPA,9218,METTL4,64863
hg9218tg8774,VAPA-NAPG,VAPA,9218,NAPG,8774
hg9218tg11031,VAPA-RAB31,VAPA,9218,RAB31,11031
hg9218tg64078,VAPA-SLC28A3,VAPA,9218,SLC28A3,64078
hg9217tg57091,VAPB-CASS4,VAPB,9217,CASS4,57091
hg9217tg55544,VAPB-RBM38,VAPB,9217,RBM38,55544
hg7407tg7918,VARS-GPANK1,VARS,7407,GPANK1,7918
hg7407tg81671,VARS-VMP1,VARS,7407,VMP1,81671
hg7408tg29785,VASP-CYP2S1,VASP,7408,CYP2S1,29785
hg7408tg90332,VASP-EXOC3L2,VASP,7408,EXOC3L2,90332
hg7408tg4696,VASP-NDUFA3,VASP,7408,NDUFA3,4696
hg7408tg147699,VASP-PPM1N,VASP,7408,PPM1N,147699
hg10493tg1289,VAT1-COL5A1,VAT1,10493,COL5A1,1289
hg7409tg84886,VAV1-C1orf198,VAV1,7409,C1orf198,84886
hg7410tg8019,VAV2-BRD3,VAV2,7410,BRD3,8019
hg7410tg116449,VAV2-CLNK,VAV2,7410,CLNK,116449
hg7410tg6256,VAV2-RXRA,VAV2,7410,RXRA,6256
hg10451tg170394,VAV3-PWWP2B,VAV3,10451,PWWP2B,170394
hg10451tg29957,VAV3-SLC25A24,VAV3,10451,SLC25A24,29957
hg7411tg2556,VBP1-GABRA3,VBP1,7411,GABRA3,2556
hg7411tg6845,VBP1-VAMP7,VBP1,7411,VAMP7,6845
hg1462tg10085,VCAN-EDIL3,VCAN,1462,EDIL3,10085
hg1462tg112574,VCAN-SNX18,VCAN,1462,SNX18,112574
hg7414tg132,VCL-ADK,VCL,7414,ADK,132
hg7414tg238,VCL-ALK,VCL,7414,ALK,238
hg7414tg22926,VCL-ATF6,VCL,7414,ATF6,22926
hg7414tg5328,VCL-PLAU,VCL,7414,PLAU,5328
hg7415tg138724,VCP-C9orf131,VCP,7415,C9orf131,138724
hg7422tg4898,VEGFA-NRD1,VEGFA,7422,NRD1,4898
hg7422tg221421,VEGFA-RSPH9,VEGFA,7422,RSPH9,221421
hg7716tg836,VEZF1-CASP3,VEZF1,7716,CASP3,836
hg55591tg84418,VEZT-CYSTM1,VEZT,55591,CYSTM1,84418
hg55591tg55785,VEZT-FGD6,VEZT,55591,FGD6,55785
hg55591tg3831,VEZT-KLC1,VEZT,55591,KLC1,3831
hg55591tg5250,VEZT-SLC25A3,VEZT,55591,SLC25A3,5250
hg7425tg54414,VGF-SIAE,VGF,7425,SIAE,54414
hg51442tg959,VGLL1-CD40LG,VGLL1,51442,CD40LG,959
hg9686tg23600,VGLL4-AMACR,VGLL4,9686,AMACR,23600
hg9686tg10533,VGLL4-ATG7,VGLL4,9686,ATG7,10533
hg9686tg10752,VGLL4-CHL1,VGLL4,9686,CHL1,10752
hg9686tg8087,VGLL4-FXR1,VGLL4,9686,FXR1,8087
hg9686tg9922,VGLL4-IQSEC1,VGLL4,9686,IQSEC1,9922
hg9686tg23609,VGLL4-MKRN2,VGLL4,9686,MKRN2,23609
hg9686tg9467,VGLL4-SH3BP5,VGLL4,9686,SH3BP5,9467
hg9686tg132204,VGLL4-SYNPR,VGLL4,9686,SYNPR,132204
hg9686tg132001,VGLL4-TAMM41,VGLL4,9686,TAMM41,132001
hg9686tg26019,VGLL4-UPF2,VGLL4,9686,UPF2,26019
hg7428tg151835,VHL-CPNE9,VHL,7428,CPNE9,151835
hg7428tg9797,VHL-TATDN2,VHL,7428,TATDN2,9797
